Step,rho_g,rho_p,id,p,deltaG,deltaP
5,2.61654,2.57143,5996,5303,58,57
6,4.56,4.56,5303,5303,57,57
1,2.95952,0.935532,1986,1126,329,104
2,3.06927,1.12966,3044,1645,288,106
3,1.87636,1.94182,758,1986,86,89
4,1.90323,1.77419,5996,5303,59,55
5,2.61069,2.70229,6330,5996,57,59
6,4.54054,4.54054,2386,1645,56,56
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.94764,1.82199,1126,5303,62,58
5,2.75188,2.57143,5996,1645,61,57
6,4.18421,4.81579,6452,1126,53,61
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.70149,1.56716,5279,5996,76,70
4,1.875,1.6875,2530,5303,60,54
5,2.56522,2.43478,6330,5996,59,56
6,4.09756,4.09756,1126,1126,56,56
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.29586,758,5996,87,73
3,1.69811,1.53962,3044,5303,75,68
4,1.98947,1.73684,2530,1645,63,55
5,2.55118,2.55118,1126,1126,54,54
6,4.19178,4.0274,6452,5303,51,49
1,2.95952,0.962519,1986,1645,329,107
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.38645,937,5303,65,58
4,1.95855,1.95855,5996,5996,63,63
5,2.72308,2.72308,1126,1126,59,59
6,4.8169,4.8169,6330,6330,57,57
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.41036,937,1645,65,59
4,1.87097,1.6129,2530,5303,58,50
5,2.39062,2.10938,5996,1645,51,45
6,3.46988,3.54217,1126,5996,48,49
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.29586,758,5996,87,73
3,1.69811,1.51698,3044,1126,75,67
4,1.98947,1.76842,2530,5303,63,56
5,2.55118,2.26772,1126,6330,54,48
6,4.19178,3.86301,6452,6330,51,47
1,2.95952,0.890555,1986,6330,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.38645,937,5303,65,58
4,1.87097,1.80645,2530,5996,58,56
5,2.39062,2.39062,5996,5996,51,51
6,3.50649,3.42857,3283,6330,45,44
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,1126,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.94764,1.82199,1126,5303,62,58
5,2.69767,2.69767,6452,5996,58,58
6,4.8169,4.64789,5996,1645,57,55
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.2426,758,6330,87,70
3,1.65672,1.58955,6880,5996,74,71
4,2.07107,2.01015,5303,1126,68,66
5,3.02326,3.02326,1126,1126,65,65
6,6,6,1645,1645,64,64
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.2426,758,1126,87,70
3,1.55378,1.38645,937,5303,65,58
4,1.87097,1.70968,2530,6330,58,53
5,2.39062,2.39062,5996,5996,51,51
6,3.50649,3.42857,3283,5303,45,44
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.50598,937,5996,65,63
4,1.91489,1.85106,1126,6330,60,58
5,2.67692,2.67692,5303,5303,58,58
6,4.58333,4.5,6452,1645,55,54
1,2.95952,0.962519,1986,1645,329,107
2,2.98929,1.07143,3044,5303,279,100
3,1.879,1.60142,5279,1126,88,75
4,1.95855,1.95855,1126,1126,63,63
5,2.86154,2.4,6452,5303,62,52
6,4.23077,3.69231,6330,5996,55,48
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.50598,937,1126,65,63
4,1.87097,1.80645,2530,5996,58,56
5,2.44615,2.30769,1126,5303,53,50
6,3.8961,3.8961,6330,6330,50,50
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,1645,87,70
3,1.70149,1.5,5279,5303,76,67
4,1.875,1.78125,2530,5996,60,57
5,2.40909,2.18182,937,5303,53,48
6,3.71429,3.64286,6330,1126,52,51
1,2.95952,0.890555,1986,6330,329,99
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.87097,1.80645,2530,1126,58,56
5,2.44615,2.26154,5996,5303,53,49
6,3.85185,3.92593,6330,5996,52,53
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.94764,1.91623,1126,5996,62,61
5,2.69767,2.69767,6452,5996,58,58
6,4.8169,4.8169,5303,5303,57,57
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.29586,758,5996,87,73
3,1.55378,1.41036,937,1645,65,59
4,1.96875,1.96875,1126,1126,63,63
5,2.69767,2.65116,6330,5996,58,57
6,4.66667,4.66667,6452,5303,56,56
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.22485,758,5303,87,69
3,1.55378,1.50598,937,5996,65,63
4,1.87097,1.6129,2530,5303,58,50
5,2.47059,2.33824,5996,6330,56,53
6,3.90361,3.90361,1126,1126,54,54
1,2.95952,0.935532,1986,5303,329,104
2,2.94139,1.0444,3044,6330,276,98
3,1.86063,1.4216,5279,1645,89,68
4,2.08219,2,758,1126,76,73
5,2.68531,2.39161,1126,5996,64,57
6,4.32911,4.10127,6452,5996,57,54
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.41036,937,1645,65,59
4,1.87097,1.70968,2530,6330,58,53
5,2.39062,2.10938,5996,1645,51,45
6,3.46988,3.25301,1126,6330,48,45
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.87097,1.80645,2530,5996,58,56
5,2.39062,2.0625,5996,5303,51,44
6,3.50649,3.42857,3283,5303,45,44
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,6330,87,70
3,1.65672,1.54478,6880,1645,74,69
4,2.04124,1.85567,1126,5996,66,60
5,2.67188,2.67188,5996,1645,57,57
6,4.73239,4.64789,2386,5303,56,55
1,2.95952,0.935532,1986,1126,329,104
2,1.54438,1.2426,758,6330,87,70
3,1.65672,1.58955,6880,5996,74,71
4,2.04124,1.76289,1126,5303,66,57
5,2.62774,2.45255,5996,1645,60,56
6,4.22222,4.81481,2386,1126,57,65
1,2.95952,0.962519,1986,1645,329,107
2,1.54438,1.22485,758,5303,87,69
3,1.55378,1.50598,937,1126,65,63
4,1.91489,1.81915,5996,5303,60,57
5,2.70229,2.74809,6330,5996,59,60
6,4.73239,4.8169,6452,6330,56,57
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.22485,758,5303,87,69
3,1.55378,1.38645,937,5303,65,58
4,1.95855,1.80311,5996,1645,63,58
5,2.72308,2.67692,1126,6330,59,58
6,4.8169,4.64789,6330,1645,57,55
1,2.95952,0.890555,1986,6330,329,99
2,3.03169,1.08803,3044,5303,287,103
3,1.8363,1.55872,5279,1126,86,73
4,1.93846,1.87692,6452,1126,63,61
5,2.77273,2.40909,1126,5303,61,53
6,4.25316,4.17722,3019,1645,56,55
1,2.95952,0.962519,1986,1645,329,107
2,1.54438,1.29586,758,5996,87,73
3,1.69811,1.51698,3044,1126,75,67
4,2.0303,2.0303,6330,6330,67,67
5,3.0687,3.0687,5303,5303,67,67
6,6,6,1645,1645,64,64
1,2.95952,2.95952,1986,1986,329,329
2,1.54438,1.2426,758,6330,87,70
3,1.55378,1.41036,937,1645,65,59
4,1.87097,1.70968,2530,6330,58,53
5,2.4812,2.4812,1126,1126,55,55
6,3.92308,3.92308,5996,5996,51,51
1,2.95952,0.935532,1986,5303,329,104
2,2.94139,1.07638,3044,1126,276,101
3,1.86063,1.44251,5279,6330,89,69
4,1.90909,1.84848,6452,1126,63,61
5,2.71111,2.35556,1126,5996,61,53
6,4.02439,2.56098,3019,1986,55,35
1,2.95952,0.962519,1986,1645,329,107
2,1.54438,1.29586,758,5996,87,73
3,1.55378,1.43426,937,6330,65,60
4,1.87097,1.80645,2530,5996,58,56
5,2.44615,2.44615,1126,1126,53,53
6,3.8961,3.74026,6330,1645,50,48
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.29586,758,5996,87,73
3,1.55378,1.38645,937,5303,65,58
4,1.87097,1.80645,2530,1126,58,56
5,2.39062,2.10938,5996,1645,51,45
6,3.50649,3.42857,3283,5303,45,44
1,2.95952,0.935532,1986,1126,329,104
2,1.54438,1.22485,758,5303,87,69
3,1.62825,1.53903,3044,1126,73,69
4,1.9898,1.7449,1126,1645,65,57
5,2.70229,2.61069,5996,1645,59,57
6,4.54054,4.54054,6330,5996,56,56
1,2.95952,0.890555,1986,5996,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.70149,1.5,5279,5303,76,67
4,2.0597,2.0597,6330,6330,69,69
5,3.09091,3.04545,1126,5996,68,67
6,6,6,5996,5996,64,64
1,2.95952,0.890555,1986,6330,329,99
2,1.54438,1.2426,758,1645,87,70
3,1.70149,1.56716,5279,1126,76,70
4,2.12121,2.0303,3044,5996,70,67
5,2.625,2.53125,6330,5303,56,54
6,4.58333,4.5,2386,5996,55,54
1,2.95952,0.935532,1986,5303,329,104
2,2.94139,1.09769,3044,1645,276,103
3,3.06522,3.37826,7462,1986,235,259
4,2.0597,2.0597,6330,5996,69,69
5,3,3,1126,1126,66,66
6,5.45455,6,6452,6330,60,66
1,2.95952,0.962519,1986,1645,329,107
2,1.54438,1.2426,758,1645,87,70
3,1.55378,1.43426,937,6330,65,60
4,1.87097,1.80645,2530,5996,58,56
5,2.39062,2.10938,5996,1645,51,45
6,3.50649,3.42857,3283,5303,45,44
1,2.95952,0.935532,1986,5303,329,104
2,2.94139,3.13321,3044,1986,276,294
3,1.69517,1.60595,758,5996,76,72
4,2.07107,1.9797,6330,1645,68,65
5,3,3.04545,1126,6330,66,67
6,5.63077,6,2386,1126,61,65
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.22485,758,5303,87,69
3,1.55378,1.41036,937,1645,65,59
4,1.87097,1.80645,2530,1126,58,56
5,2.39062,2.25,5996,1126,51,48
6,3.375,3.375,6452,1645,45,45
1,2.95952,0.935532,1986,5303,329,104
2,1.54438,1.29586,758,5996,87,73
3,1.55378,1.38645,937,5303,65,58
4,1.95855,1.92746,5996,1126,63,62
5,2.70229,2.70229,6330,6330,59,59
6,4.75,4.83333,1645,5996,57,58
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.23116,758,1126,87,70
3,1.75,1.45122,3044,5303,82,68
4,1.67886,1.62195,5996,6330,59,57
5,2.11111,2.11111,6452,1645,57,57
6,2.91667,2.86364,2386,5996,55,54
7,4.90909,4.72727,5303,5996,54,52
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.19293,937,2386,65,53
4,1.68217,1.68217,5996,1126,62,62
5,2.10714,2.07143,1126,5303,59,58
6,2.9635,2.81022,6452,1645,58,55
7,4.96203,4.87342,6330,5303,56,55
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.28392,758,5996,87,73
3,1.61538,1.33538,3044,2386,75,62
4,1.80989,1.75665,6330,1126,68,66
5,2.44103,2.33333,5303,1126,68,65
6,3.52756,3.47244,1126,1645,64,63
7,7,7,1645,1645,63,63
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.12563,758,2386,87,64
3,1.46302,1.32797,937,1645,65,59
4,1.65041,1.42276,2530,1645,58,50
5,1.89894,1.6383,5996,5303,51,44
6,2.29927,1.94161,3283,2386,45,38
7,3.42391,3.11957,1126,1645,45,41
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.35048,937,6330,65,60
4,1.65041,1.3374,2530,2386,58,47
5,1.89894,1.45213,5996,2386,51,39
6,2.29927,2.24818,3283,5303,45,44
7,3.42391,3.34783,1126,6330,45,44
1,3.16781,1.00138,1986,1126,329,104
2,3.23596,1.07865,3044,6330,288,96
3,3.33397,1.34156,7462,2386,251,101
4,1.97826,1.72464,758,1645,78,68
5,2.32212,2.38942,5279,1986,69,71
6,2.97122,1.86331,2386,1986,59,37
7,4.9,4.025,6452,5996,56,46
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,1645,87,70
3,1.62195,1.4939,5279,1126,76,70
4,1.66667,1.5,2530,2386,60,54
5,1.93229,1.71354,937,2386,53,47
6,2.36691,2.31655,1126,5996,47,46
7,3.34783,3.04348,6330,2386,44,40
1,3.16781,0.953232,1986,5996,329,99
2,1.53015,1.28392,758,5996,87,73
3,1.61538,1.46462,3044,5303,75,68
4,1.85214,1.85214,6330,6330,68,68
5,2.40741,2.2963,1126,2386,65,62
6,3.47244,3.52756,3283,1126,63,64
7,7,7,1645,1645,63,63
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,1645,87,70
3,1.46302,1.32797,937,1645,65,59
4,1.65041,1.50813,2530,6330,58,53
5,1.99482,1.81347,1126,5303,55,50
6,2.58696,2.48551,5996,1645,51,49
7,3.85393,3.53933,5303,2386,49,45
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.12563,758,2386,87,64
3,1.65569,1.44611,3044,1126,79,69
4,1.78431,1.64706,1126,5996,65,60
5,2.13684,2.1,6452,1645,58,57
6,2.9697,2.9697,6330,5996,56,56
7,5.06579,4.88158,3283,5303,55,53
1,3.16781,0.953232,1986,6330,329,99
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.30547,937,5303,65,58
4,1.65041,1.3374,2530,2386,58,47
5,1.93467,1.93467,5996,1126,55,55
6,2.52778,2.38194,6330,5303,52,49
7,3.72826,3.80435,6452,5996,49,50
1,3.16781,0.953232,1986,6330,329,99
2,1.53015,1.12563,758,2386,87,64
3,1.46302,1.30547,937,5303,65,58
4,1.74308,1.74308,5996,5996,63,63
5,2.17368,1.91579,1126,2386,59,52
6,3.0458,2.72519,6330,2386,57,51
7,4.9,4.9875,6452,6330,56,57
1,3.16781,0.953232,1986,5996,329,99
2,3.17675,1.1258,3044,2386,285,101
3,1.79592,1.36735,758,6330,88,67
4,1.72941,1.4549,1126,1986,63,53
5,1.90594,1.73267,2530,5303,55,50
6,2.34868,2.25658,6452,6330,51,49
7,3.39806,3.39806,2386,2386,50,50
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.23116,758,6330,87,70
3,1.57927,1.47256,6880,5303,74,69
4,1.8189,1.57087,1126,5303,66,57
5,2.13198,2.13198,5996,5996,60,60
6,2.91241,2.91241,2386,2386,57,57
7,4.55,4.55,1645,1645,52,52
1,3.16781,0.953232,1986,5996,329,99
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.30547,937,5303,65,58
4,1.65041,1.42276,2530,5303,58,50
5,1.89894,1.67553,5996,1645,51,45
6,2.34965,2.34965,1126,1126,48,48
7,3.24211,3.24211,6330,6330,44,44
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,1126,87,70
3,1.46302,1.32797,937,1645,65,59
4,1.75,1.44444,1126,2386,63,52
5,2.14815,1.88889,6330,2386,58,51
6,2.84058,2.84058,6452,5303,56,56
7,4.78049,4.78049,5996,5996,56,56
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.23116,758,1645,87,70
3,1.46302,1.35048,937,6330,65,60
4,1.65041,1.5935,2530,5996,58,56
5,1.89894,1.45213,5996,2386,51,39
6,2.29927,2.19708,3283,1645,45,43
7,3.35106,2.75532,1126,2386,45,37
1,3.16781,0.953232,1986,6330,329,99
2,1.53015,1.21357,758,5303,87,69
3,1.55319,1.44681,3044,1645,73,68
4,1.85057,1.68966,6330,2386,69,63
5,2.47917,2.29688,1126,2386,68,63
6,3.52713,3.63566,5996,1126,65,67
7,6.45312,7,6452,1126,59,64
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.12563,758,2386,87,64
3,1.46302,1.32797,937,1645,65,59
4,1.75,1.66667,1126,5996,63,60
5,2.14815,2.14815,6330,6330,58,58
6,2.99237,2.99237,5303,5303,56,56
7,5.13333,5.13333,5996,5996,55,55
1,3.16781,0.953232,1986,5996,329,99
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.41801,937,5996,65,63
4,1.69355,1.6371,1126,6330,60,58
5,2.15957,2.12234,6452,5303,58,57
6,3.01538,2.90769,6330,1645,56,54
7,4.97368,5.06579,5303,6330,54,55
1,3.16781,0.953232,1986,5996,329,99
2,1.53015,1.21357,758,5303,87,69
3,1.46302,1.41801,937,5996,65,63
4,1.69355,1.46774,1126,2386,60,52
5,2.07143,2.07143,6452,6330,58,58
6,2.8913,2.8913,6330,6330,57,57
7,4.83951,4.49383,5303,1645,56,52
1,3.16781,0.953232,1986,6330,329,99
2,3.19904,1.13694,3044,2386,287,102
3,1.7654,1.29326,5279,5303,86,63
4,1.72941,1.67451,6452,1126,63,61
5,2.12887,1.98454,1645,2386,59,55
6,2.8,2.8,3019,2386,54,54
7,4.49383,2.59259,5303,1986,52,30
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.21357,758,5303,87,69
3,1.55319,1.53191,3044,5996,73,72
4,1.77734,1.55859,1126,2386,65,57
5,2.11055,2.11055,5996,5996,60,60
6,2.82014,3.07194,6330,1126,56,61
7,4.9359,4.9359,6452,6330,55,55
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.12563,758,2386,87,64
3,1.65569,1.44611,3044,1126,79,69
4,1.87547,1.79623,6880,5996,71,68
5,2.2732,2.2732,6330,6330,63,63
6,2.99237,2.99237,5996,5996,56,56
7,5.22667,4.94667,5303,1645,56,53
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.23116,758,1645,87,70
3,1.46302,1.19293,937,2386,65,53
4,1.65041,1.3374,2530,2386,58,47
5,1.89894,1.78723,5996,1126,51,48
6,2.25,2.15,6452,5303,45,43
7,3.31579,3.09474,3283,5303,45,42
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.21357,758,5303,87,69
3,1.46302,1.32797,937,1645,65,59
4,1.75,1.75,1126,1126,63,63
5,2.14815,1.88889,6330,2386,58,51
6,2.99237,2.72519,5303,2386,56,51
7,4.8125,4.725,6452,5996,55,54
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,1645,87,70
3,1.46302,1.41801,937,1126,65,63
4,1.65041,1.42276,2530,5303,58,50
5,2,1.78571,5996,1645,56,50
6,2.6,2.3,1126,2386,52,46
7,3.79787,3.5,6330,1645,51,47
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.35048,937,6330,65,60
4,1.65041,1.50813,2530,6330,58,53
5,1.99482,1.7772,1126,1645,55,49
6,2.58696,2.48551,5996,1645,51,49
7,3.85393,3.85393,5303,5303,49,49
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.21357,758,5303,87,69
3,1.46302,1.41801,937,5996,65,63
4,1.69355,1.46774,1126,2386,60,52
5,2.15957,2.12234,6452,5303,58,57
6,3.01538,2.96154,6330,5303,56,55
7,5.2027,4.82432,5303,2386,55,51
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.28392,758,5996,87,73
3,1.61538,1.44308,3044,1126,75,67
4,1.764,1.54,2530,2386,63,55
5,2.02139,1.79679,1126,6330,54,48
6,2.68421,2.47368,6452,2386,51,47
7,3.98837,3.90698,5303,1645,49,48
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.23116,758,1645,87,70
3,1.62195,1.42988,5279,5303,76,67
4,1.66667,1.58333,2530,5996,60,57
5,2.04615,2.04615,6330,6330,57,57
6,2.84058,2.84058,1126,1126,56,56
7,4.60976,4.43902,6452,5303,54,52
1,3.16781,1.00138,1986,5303,329,104
2,3.10112,3.30337,3044,1986,276,294
3,1.79539,1.47262,5279,1126,89,73
4,1.7093,1.49225,6452,2386,63,55
5,2.18974,2.01026,1126,1645,61,56
6,2.92537,2.8209,1645,6330,56,54
7,4.75641,4.75641,6330,2386,53,53
1,3.16781,3.16781,1986,1986,329,329
2,1.53015,1.21357,758,5303,87,69
3,1.55319,1.48936,3044,6330,73,70
4,1.77734,1.55859,1126,1645,65,57
5,2.1623,2.05236,5996,2386,59,56
6,2.95556,2.95556,6330,5996,57,57
7,4.9359,4.9359,6452,6330,55,55
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.12563,758,2386,87,64
3,1.46302,1.30547,937,5303,65,58
4,1.65041,1.5935,2530,5996,58,56
5,1.89894,1.45213,5996,2386,51,39
6,2.25503,2.34899,1126,5996,48,50
7,3.11881,3.0495,6452,1645,45,44
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.23116,758,1126,87,70
3,1.46302,1.30547,937,5303,65,58
4,1.65041,1.42276,2530,5303,58,50
5,2,2,5996,5996,56,56
6,2.6,2.55,1126,6330,52,51
7,3.97727,3.57955,6330,2386,50,45
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.32797,937,1645,65,59
4,1.65041,1.50813,2530,6330,58,53
5,1.89894,1.6383,5996,5303,51,44
6,2.29927,2.24818,3283,6330,45,44
7,3.42391,3.11957,1126,1645,45,41
1,3.16781,0.953232,1986,6330,329,99
2,1.53015,1.12563,758,2386,87,64
3,1.65569,1.44611,3044,1126,79,69
4,1.78431,1.64706,1126,5996,65,60
5,2.04615,2.22564,6452,1126,57,62
6,2.89474,2.89474,6330,5303,55,55
7,4.84615,4.75641,3283,1645,54,53
1,3.16781,0.953232,1986,5996,329,99
2,1.53015,1.23116,758,1645,87,70
3,1.62195,1.34451,5279,2386,76,63
4,1.66667,1.5,2530,2386,60,54
5,1.93229,1.75,937,5303,53,48
6,2.52778,2.52778,6330,6330,52,52
7,3.80435,3.80435,1126,1126,50,50
1,3.16781,0.953232,1986,6330,329,99
2,1.53015,1.23116,758,1126,87,70
3,1.46302,1.41801,937,5996,65,63
4,1.65041,1.5935,2530,5996,58,56
5,1.89894,1.71277,5996,6330,51,46
6,2.29927,2.29927,3283,1126,45,45
7,3.42391,3.11957,1126,1645,45,41
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.21357,758,5303,87,69
3,1.46302,1.19293,937,2386,65,53
4,1.65041,1.5935,2530,1126,58,56
5,1.95263,1.84211,5996,1645,53,50
6,2.55,2.45,6330,5303,51,49
7,3.85393,3.53933,5303,2386,49,45
1,3.16781,0.991747,1986,2386,329,103
2,1.53015,1.23116,758,1645,87,70
3,1.46302,1.32797,937,1645,65,59
4,1.75,1.75,1126,1126,63,63
5,2.14815,2.07407,6330,5303,58,56
6,3,3,5996,5996,57,57
7,4.97368,5.15789,6452,6330,54,56
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.32797,937,1645,65,59
4,1.65041,1.5935,2530,5996,58,56
5,1.95263,1.87895,1126,6330,53,51
6,2.51799,2.51799,5303,5303,50,50
7,3.77528,3.61798,3283,2386,48,46
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.30547,937,5303,65,58
4,1.65041,1.50813,2530,6330,58,53
5,1.99482,1.7772,1126,1645,55,49
6,2.52778,2.43056,5996,5303,52,50
7,3.80435,3.42391,5303,2386,50,45
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.12563,758,2386,87,64
3,1.65569,1.44611,3044,1126,79,69
4,1.87547,1.79623,6880,5996,71,68
5,2.38071,2.38071,6330,6330,67,67
6,3.60769,3.5,5303,1645,67,65
7,6.56923,7,6452,5303,61,65
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.35048,937,6330,65,60
4,1.72908,1.61753,1126,1645,62,58
5,2.10363,2.06736,5996,5303,58,57
6,2.95556,3.05926,5303,1126,57,59
7,5.06579,4.60526,6452,2386,55,50
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.23116,758,6330,87,70
3,1.57927,1.51524,6880,5996,74,71
4,1.85214,1.68872,5303,2386,68,62
5,2.33333,2.33333,1645,1645,65,65
6,3.5,3.55385,1126,5303,65,66
7,6.56923,7,6452,5303,61,65
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.28392,758,5996,87,73
3,1.46302,1.32797,937,1645,65,59
4,1.75,1.75,1126,1126,63,63
5,2.14815,2.07407,6330,5303,58,56
6,2.99237,2.99237,5303,5303,56,56
7,5.13333,5.13333,5996,5996,55,55
1,3.16781,1.00138,1986,5303,329,104
2,1.53015,1.23116,758,6330,87,70
3,1.57927,1.36585,6880,2386,74,64
4,1.8189,1.57087,1126,5303,66,57
5,2.13198,2.30964,5996,1126,60,65
6,2.91241,2.70803,2386,1645,57,53
7,4.55,4.55,1645,1645,52,52
1,3.16781,1.00138,1986,1126,329,104
2,1.53015,1.23116,758,6330,87,70
3,1.46302,1.41801,937,5996,65,63
4,1.69355,1.6371,1126,6330,60,58
5,2.15957,2.12234,6452,6330,58,57
6,3.01538,2.96154,6330,5303,56,55
7,5.2027,5.2027,5303,5303,55,55
1,3.16781,1.03026,1986,1645,329,107
2,1.53015,1.23116,758,6330,87,70
3,1.57927,1.47256,6880,5303,74,69
4,1.89189,1.72973,5996,2386,70,64
5,2.40513,2.40513,1126,1126,67,67
6,3.60938,3.55469,1645,5996,66,65
7,6.77419,7,3283,5996,60,62
Step,rho_g,rho_p,id,p,deltaG,deltaP
1,3.34435,3.34435,1986,1986,329,329
2,1.51965,1.18777,758,3283,87,68
3,1.55897,1.29231,3044,2386,76,63
4,1.68807,1.66361,6330,1126,69,68
5,2.0695,2.03861,5303,5996,67,66
6,2.70833,2.70833,5996,5996,65,65
7,3.90551,3.90551,6452,6452,62,62
8,7.13846,8,1645,6330,58,65
1,3.34435,1.00635,1986,6330,329,99
2,3.33721,3.48837,3044,1986,287,300
3,1.71571,1.25686,5279,5303,86,63
4,1.75148,1.63314,758,3283,74,69
5,1.87879,1.75758,1126,5996,62,58
6,2.21359,1.6699,6452,1986,57,43
7,3.0604,1.93289,3283,1986,57,36
8,4.69565,2.26087,2386,1986,54,26
1,3.34435,1.07751,1986,3283,329,106
2,1.51965,1.18777,758,3283,87,68
3,1.55897,1.41538,3044,6330,76,69
4,1.71963,1.6947,5996,1126,69,68
5,2.12698,1.93651,5303,2386,67,61
6,2.76757,2.63784,1126,6452,64,61
7,4.03306,3.96694,6452,2386,61,60
8,8,8,2386,2386,60,60
1,3.34435,1.07751,1986,3283,329,106
2,3.32452,1.20999,3044,1126,283,103
3,1.66834,1.36683,758,6330,83,68
4,1.74545,1.55152,1126,2386,72,64
5,2.13953,2.13953,6452,6452,69,69
6,2.79365,2.53968,3019,5996,66,60
7,4.03252,3.64228,2386,5303,62,56
8,7.60656,3.93443,1645,1986,58,30
1,3.34435,1.00635,1986,6330,329,99
2,3.33721,1.22093,3044,6452,287,105
3,1.71571,1.25686,5279,5303,86,63
4,1.6,1.54921,6452,1126,63,61
5,1.93651,1.71429,1126,2386,61,54
6,2.30303,2.06061,3019,5996,57,51
7,3.06383,3.34752,3283,1126,54,59
8,4.68966,1.93103,5303,1986,51,21
1,3.34435,1.05718,1986,1126,329,104
2,1.51965,1.22271,758,1126,87,70
3,1.69072,1.38144,3044,3283,82,67
4,1.54248,1.46405,5996,2386,59,56
5,1.856,1.792,6452,3283,58,56
6,2.33333,2.20833,6330,5303,56,53
7,3.23529,3.17647,3283,5996,55,54
8,5.1358,5.1358,5303,5303,52,52
1,3.34435,1.05718,1986,5303,329,104
2,1.51965,1.1179,758,2386,87,64
3,1.60406,1.3198,3044,6452,79,65
4,1.65079,1.47302,1126,6452,65,58
5,1.856,1.824,6452,5996,58,57
